App,Description,Rating,Number of ratings,Price,Dangerous permissions count,Safe permissions count,Class,Package,Related apps
Lockheed Federal Credit Union,"Lockheed Federal Credit Union Mobile Banking<p>Whether you???re lounging around the house or traveling the world, LFCU???s mobile<br>banking app for the Android makes it easy to manage your money. <br>???    Check balances<br>???    Pay bills and transfer money <br>???    Find nearby ATMs and branches<br>???    Stop payments on checks<br>Mobile banking works with virtually any smartphone and offers the same high<br>level of security as our Online Banking platform. Data transmissions are fully<br>encrypted to prevent unauthorized access, and we never store private data on your phone.  <br>Mobile Banking is absolutely free.* Simply log in use your Online Banking password to get started (if you do not have an online banking password, visit <a href=""http://www.google.com/url?q=http://www.lfcu.com&usg=AFQjCNEyY_96THjIQoSF7DdtWCp4JlFOtA"" target=""_blank"">www.lfcu.com</a> to sign up).<br>*LFCU charges no fees, but messaging and data rates from your mobile phone provider may apply.",4.6,36,0.0,3,1,0,com.mshift.android.lfcuv2,"['com.sfcu.org', 'com.infostretch.activity.farmers', 'com.mshift.kennedyfcu', 'com.lgeccu.lgeccuandroid']"
HBE Trader,"Trade on the Hungarian stock exchange with your mobile phone through the HBE Trade - HOT trade application. You can sell or buy.<p>Follow rates with 15 minutes delay, read news channels, analysis also available. Keep in touch with your account through your phone.<p><a href=""http://www.google.com/url?q=http://www.hbe.hu&usg=AFQjCNEB_3bvIz7viNc4p2Q7I5SZXZDE5Q"" target=""_blank"">www.hbe.hu</a><p>HBE Trade v1.0<br>EthniCom Kft.",5.0,2,0.0,1,0,1,hu.lanoga.droker,"['hu.aff.android.penzcentrum', 'hu.bankkalkulator.android', 'hu.portfolio', 'com.pepperstone.trader']"
FXCM Mobile TSII,"FXCM???s Mobile Trading Station II allows you to trade Forex anytime anywhere. FXCM Mobile TS II gives Standard, Micro* & Practice account holders the ability to keep track of your account, place trades, close open positions, watch breaking market news & real-time charts. Micro clients will be charged $0.10 per lot per trade.",3.2,379,0.0,4,2,1,com.msf.fxcm,"['com.pipcalculator', 'com.olsoft.mobitradeone.forex', 'zulu.trade.app', 'com.fxbeta.news']"
Credit Union of Texas Mobile,"Credit Union of Texas Mobile for Android allows you to easily manage your CUofTX accounts. <p>Credit Union of Texas Mobile is wherever you are! Use Credit Union of Texas Mobile for Android on your phone to manage your CUofTX  accounts. You can check current rates, view balances, transfer money between accounts, and locate nearby ATMs, branches, and CU Service Centers. Credit Union of Texas Mobile is convenient and secure.  <p>*Mobile banking account access features are only available to CUofTX Home Banking participants. Visit <a href=""http://www.google.com/url?q=http://www.cuoftexas.org/homebanking.html&usg=AFQjCNFd2wvQIqZcWSPoJ9UZhypFjjZjsg"" target=""_blank"">http://www.cuoftexas.org/homebanking.html</a> or <a href=""http://www.google.com/url?q=http://www.cuoftexas.org/mobile.html&usg=AFQjCNGfy-oatjNGLvYzM_Ig_MHUHBGvqg"" target=""_blank"">http://www.cuoftexas.org/mobile.html</a> for further details",4.2,26,0.0,4,2,1,Fi_Mobile.CUOT,"['Fi_Mobile.UHCU', 'Fi_Mobile.JSC', 'bokf.ib.android.market.bot', 'Fi_Mobile.Insight']"
Olean Area FCU???s MobileCU,"Olean Area Federal Credit Union???s MobileCU allows you to check balances, view transaction history, transfer funds, and pay loans on the go!<p>Features:<br>- Check Balances<br>- View Transaction History<br>- Transfer Funds<br>- Pay Loans<br>- Secure Messaging for support",5.0,5,0.0,6,0,0,com.softek.ofxclmobile.oleanareafcuprod,"['com.Vertifi.DeposZip.P255077833', 'com.softek.ofxclmobile.lafcu', 'com.softek.ofxclmobile.fiberglasfcu', 'com.softek.ofxclmobile.communitychoicecu']"
Bright Smart Securities (AA),"Bright Smart Securities is glad to launch an one-stop securities trading information platform - ???Bright Smart Finance Channel???, providing instant responses to audiences appertaining to the fast-changing finance market. Moreover, our veteran analytical team shall keep the pace with the fast-moving financial market and provide instant market analysis throughout the trade days. Our phone-in session provides investors with precise market information simultaneously over the phone, which we trust, would enable our investors to seize every investment opportunity instantly. What???s more is our newly designed Apps which enable you to enjoy the speed of trading and real time price quote in one blink no matter where you are.<p>Main features include:<br>-Live broadcasting of Bright Smart Finance Channel<br>-Hong Kong and Global Market Stock Trading Services<br>-Enquire Account Real-time Status<br>-Stock Real-time Streaming Quote Service<br>-Top 20 Stocks Ranking<br>-Stock Monitor List customized by users<br>-Hong Kong and Global Market Index Information<br>-Forex Quote Service<br>-Stock Analysis Charts<br>-Promotions and updates from Bright Smart Securities<br>-Branch Addresses and Phone Nos.",4.0,7,0.0,4,1,1,com.aastocks.android.bs,"['com.luiwo.android.hsi_noti_free', 'com.megahub.chief.mtrader.activity', 'cc.telecomdigital.tdstock', 'com.etnet.android.activity']"
USAA Mobile,"USAA gives you immediate and secure account access from your mobile device.<p>USAA mobile gives you immediate and secure account access from your mobile device. <br>MANAGE FINANCES ??? Pay bills, transfer funds, trade stocks<br>DEPOSIT@MOBILE ??? Deposit checks from your phone<br>INSURANCE CLAIMS??? Report a loss, submit photos, view status<br>PLUS ??? Loan calculator, ATM & rental car locator, get insurance cards <p>Restrictions, fees and costs apply to certain Auto Circle and Home Circle products.  Third parties are solely responsible for their performance.  Visit <a href=""http://www.google.com/url?q=http://usaa.com&usg=AFQjCNEHgW89aGUN4h0JNl-hK-SVa_kxsg"" target=""_blank"">usaa.com</a> for complete Lowest Price Guarantee terms and conditions.  Insurance by United Services Automobile Association and affiliates, San Antonio, Texas.  Bank products by USAA Federal Savings Bank, Member FDIC. Equal Housing Lender.<p>The trademarks, logos and names of other companies, products and services are the property of their respective owners.<p>What's New:<br>- Run your USAA App from an SD Card to free up space on your mobile device.   <br>- Members can access the new FTD mobile website to get exclusive discounts on flowers and gifts.",4.8,28620,0.0,8,3,1,com.usaa.mobile.android.usaa,"['com.crashtestdummylimited.militarypaycalculatorfree', 'com.militarylounge.milpay', 'com.ryanSteckler.balanceWidget', 'com.softek.ofxclmobile.firstcommandbank']"
Privat24,"Privatbank has developed free Privat24 Android application for Privat24 customers, with this application users are able to:<br>check balances and view statements<br>top-up mobile phone<br>transfer funds from card-to-card<br>contact Privatbank customer service via SMS, chat, e-mail or by phone<p>Developed by Privatbank <a href=""http://www.google.com/url?q=http://privat24.ua&usg=AFQjCNEunKhvGSBDqwGT30_R2lSY7xa8Ng"" target=""_blank"">http://privat24.ua</a><br>Bank licence ??? 22 from 04.12.2001",4.1,1352,0.0,4,2,1,ua.privatbank.ap24,"['net.twodroid.UMCcheckBill', 'ru.e_num', 'com.walletone.android', 'com.ua.homemoney']"
Western Union,"Now Western Union?? moves money from the palm of your hand! Our free app makes using Western Union services quick and convenient. With your Android Phone or Tablet, you can:<br>???	SEND MONEY: to over 200 countries and territories using your credit or debit card<br>???	SET UP A TRANSACTION: to send with cash at a nearby participating Western Union Agent location<br>???	FIND AN AGENT: with maps and directions to thousands of participating Agent locations<br>???	ESTIMATE PRICES: compare fees for Western Union services <br>???	TRACK A TRANSFER: get the current status of your transaction<br>???	MANAGE YOUR PROFILE: register online or update your profile",3.1,99,0.0,9,5,0,com.westernunion.android.mtapp,"['com.rushcard.android', 'com.netspend.product.android', 'com.kerrata.pulse.western', 'com.zariftech.simpleinvoice']"
Western Federal Credit Union,"Western Federal Credit Union???s FREE mobile application for your Android device allow you to access your account, rates, the latest Western news and easily locate a Western Branch or ATM. <p>Access 24/7 <br>To manage your accounts, view transaction history, perform transfers and schedule bill payments. <p>Safe And Secure <br>Western uses SSL (Secure Socket Layer) encryption to communicate securely through our mobile service provider. Security measures block unauthorized access and protect your data. <p>Locate <br>You can easily take full advantage of Western???s networks by locating surcharge - FREE ATMs and CU Service Centers. <p>FREE <br>All Western members may use our mobile application at no charge. Consult your mobile service provider as message and data rates may apply. <p>Contact us <br>Speak with one of our Call Center Representative; they are just a click away. <p><a href=""http://www.google.com/url?q=http://western.org&usg=AFQjCNGDUiE81iJMpcCAor_oQpU7oPJydw"" target=""_blank"">western.org</a>",4.2,20,0.0,4,0,1,com.kerrata.pulse.western,"['org.alliant.mobile', 'com.ifs.mobilebanking.fiid3373', 'com.sfcu.org', 'com.westernunion.android.mtapp']"
M??vil Bancolombia,"Nueva versi??n mas amigable de nuestro sitio M??vil, que te permite realizar f??cilmente tus consultas de noticias, informes, indicadores econ??micos y del mercado accionario colombiano en tiempo real, adem??s de hacer consultas de tus transacciones y ubicaci??n de los puntos de Atenci??n Bancolombia.<p>Desc??rgala ya y empieza a disfrutar de un Bancolombia hecho a tu medida.",4.1,140,0.0,5,2,0,com.bancolombia,"['palmagent.ChicagoAgent.NorCal', 'palmagent.ChicagoAgent.TX', 'com.tieandroid', 'com.orlandroid.eloratipcalc']"
Pen Air FCU,"Pen Air is mobile! Can???t come to the branch? Take the branch with you! Our Android web app gives users the ability to: ??????<p>Check balances ???<br>View recent transactions ???<br>Transfer funds <br>Pay Bills to existing payees ???<br>Search for branch/ATM locations. <p>To get started, you???ll need to be an existing user of Internet Access and opt in to Mobile Access from that system. It???s easy to do and takes seconds. Once you???ve allowed Mobile Access, you can begin to log in to it from your Android Device. The system will confirm your login information along with your device to ensure it???s really you. Once you???re logged in, you can view your information and make transactions safely and securely???",3.7,23,0.0,1,0,0,org.penair,"['com.softek.ofxclmobile.newhorizonscu', 'com.catglo.deliverydroid', 'com.aguirre.android.mycarpro', 'com.softek.ofxclmobile.gulfwindsfcu']"
Credit Union of Texas Mobile,"Credit Union of Texas Mobile for Android allows you to easily manage your CUofTX accounts. <p>Credit Union of Texas Mobile is wherever you are! Use Credit Union of Texas Mobile for Android on your phone to manage your CUofTX  accounts. You can check current rates, view balances, transfer money between accounts, and locate nearby ATMs, branches, and CU Service Centers. Credit Union of Texas Mobile is convenient and secure.  <p>*Mobile banking account access features are only available to CUofTX Home Banking participants. Visit <a href=""http://www.google.com/url?q=http://www.cuoftexas.org/homebanking.html&usg=AFQjCNFd2wvQIqZcWSPoJ9UZhypFjjZjsg"" target=""_blank"">http://www.cuoftexas.org/homebanking.html</a> or <a href=""http://www.google.com/url?q=http://www.cuoftexas.org/mobile.html&usg=AFQjCNGfy-oatjNGLvYzM_Ig_MHUHBGvqg"" target=""_blank"">http://www.cuoftexas.org/mobile.html</a> for further details",4.2,26,0.0,4,2,1,Fi_Mobile.CUOT,"['Fi_Mobile.UHCU', 'Fi_Mobile.Insight', 'bokf.ib.android.market.bot', 'Fi_Mobile.JSC']"
